drugId,targetId,smiles,prefName
CHEMBL1698,ENSG00000142319,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,BUPROPION HYDROCHLORIDE
CHEMBL1699,ENSG00000105464,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000116032,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000161509,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000176884,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000183454,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000198785,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL1699,ENSG00000273079,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE
CHEMBL169901,ENSG00000103546,N=C(N)N1CCc2ccccc2C1,DEBRISOQUIN
CHEMBL17,ENSG00000074410,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,DICHLORPHENAMIDE
CHEMBL17,ENSG00000104267,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,DICHLORPHENAMIDE
CHEMBL17,ENSG00000133742,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,DICHLORPHENAMIDE
CHEMBL17,ENSG00000167434,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,DICHLORPHENAMIDE
CHEMBL1700,ENSG00000043591,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE
CHEMBL1700,ENSG00000055118,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE
CHEMBL1700,ENSG00000169252,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE
CHEMBL1701,ENSG00000112038,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,MEPERIDINE HYDROCHLORIDE
CHEMBL1702,ENSG00000103546,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,ATOMOXETINE HYDROCHLORIDE
CHEMBL1703,ENSG00000004779,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000023228,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000065518,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000090266,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000099795,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
