drugId,targetId,smiles,prefName
CHEMBL811,ENSG00000196639,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,BROMPHENIRAMINE
CHEMBL813,ENSG00000144891,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,EPROSARTAN
CHEMBL817,ENSG00000187486,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,TOLAZAMIDE
CHEMBL829,ENSG00000196639,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,METHYLPROMAZINE
CHEMBL83,ENSG00000091831,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,TAMOXIFEN
CHEMBL831,ENSG00000147246,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,LOXAPINE
CHEMBL833,ENSG00000169313,Clc1ccccc1CN1CCc2sccc2C1,TICLOPIDINE
CHEMBL839,ENSG00000169252,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CARTEOLOL
CHEMBL844,ENSG00000150594,Brc1c(NC2=NCCN2)ccc2nccnc12,BRIMONIDINE
CHEMBL844,ENSG00000184160,Brc1c(NC2=NCCN2)ccc2nccnc12,BRIMONIDINE
CHEMBL846,ENSG00000111424,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,CALCITRIOL
CHEMBL848,ENSG00000100387,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,LENALIDOMIDE
CHEMBL848,ENSG00000167986,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,LENALIDOMIDE
CHEMBL85,ENSG00000147246,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,RISPERIDONE
CHEMBL855,ENSG00000196639,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,TRIPROLIDINE
CHEMBL856,ENSG00000166206,CCC1(c2ccccc2)C(=O)NCNC1=O,PRIMIDONE
CHEMBL856,ENSG00000169432,CCC1(c2ccccc2)C(=O)NCNC1=O,PRIMIDONE
CHEMBL861,ENSG00000169432,CCC1(c2ccccc2)NC(=O)N(C)C1=O,MEPHENYTOIN
CHEMBL864,ENSG00000196639,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CARBINOXAMINE
CHEMBL865,ENSG00000073756,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,VALDECOXIB
