gene_symbol
C2
C21ORF7
C2CD2
C2CD2L
C2ORF3
C3
C5
C5ORF62
C9ORF11
C9ORF95
C9ORF96
CA12
CA2
CAB39
CABIN1
CACNA1B
CACNA1C
CACNA1D
CACNA1G
CACNA1S
CACNA2D1
CACNG3
CAD
CALCOCO2
CALM1
CALM2
CALM3
CALML6
CALR
CALU
CAMK1
CAMK1D
CAMK1G
CAMK2A
CAMK2B
CAMK2D
CAMK2G
CAMK4
CAMKK1
CAMKK2
CAMKV
CAMLG
CAMSAP2
CAND1
CAND2
CANT1
CANX
CAPG
CAPN1
CAPNS1
CAPNS2
CAPSL
CARD10
CARD11
CARD9
CARS
CARTPT
CASC3
CASD1
CASK
CASP10
CASP14
CASP2
CASP3
CASP4
CASP6
CASP7
CASP8
CASP9
CASR
CAST
CAT
CAV1
CBFA2T3
CBFB
CBLB
CBLC
CBLL1
CBR1
CBR3
CBS
CBX1
CBX3
CBX4
CBX6
CBX7
CBX8
CCBL1
CCDC150
CCDC71
CCDC79
CCDC85B
CCDC86
CCDC90A
CCDC92
CCKBR
CCL1
CCL11
CCL13
CCL14
CCL15
CCL16
CCL17
CCL18
CCL19
CCL2
CCL20
CCL21
CCL22
CCL23
CCL24
CCL25
CCL26
CCL28
CCL3
CCL3L1
CCL4
CCL4L1
CCL5
CCL7
CCNA1
CCNA2
CCNB1
CCNB2
CCNC
CCND1
CCND2
CCND3
CCNE1
CCNE2
CCNF
CCNG1
CCNG2
CCNH
CCNL1
CCP110
CCRL2
CCRN4L
CCT7
CCT8
CD14
CD19
CD1C
CD2
CD24
CD2BP2
CD320
CD36
CD3D
CD40
CD44
CD46
CD55
CD58
CD59
CD70
CD79B
CD81
CD83
CD97
CD99
CDA
CDC123
CDC20
CDC25A
CDC25B
CDC25C
CDC2L6
CDC37
CDC42
CDC42BPA
CDC42BPB
CDC42BPG
CDC42SE1
CDC45
CDC7
CDCA4
CDCA7L
CDCA8
CDH1
CDH11
CDH3
CDIPT
CDK1
CDK10
CDK11A
CDK11B
CDK12
CDK14
CDK15
CDK16
CDK17
CDK18
CDK19
CDK2
CDK20
CDK3
CDK4
CDK5
CDK5R1
CDK5R2
CDK6
CDK7
CDK8
CDK9
CDKAL1
CDKL1
CDKL2
CDKL3
CDKL4
CDKL5
CDKN1A
CDKN1B
CDKN1C
CDKN2A
CDKN2B
CDKN2C
CDO1
CDT1
CDX1
CDX2
CEACAM1
CEACAM6
CEBPA
CEBPB
CEBPD
CEBPE
CEBPG
CEBPZ
CELSR2
CELSR3
CENPE
CEP55
CEP57
CEP72
CEPT1
CERK
CERKL
CERS2
CERS3
CERS4
CES1
CES2
CETN2
CETN3
CFB
CFD
CFI
CFL1
CFLAR
CFTR
CGRRF1
CHAC1
CHAF1B
CHCHD7
CHD1
CHD2
CHD4
CHD8
CHEK1
CHEK2
CHERP
CHGA
CHIC2
CHKA
CHKB
CHMP2A
CHMP4A
CHMP6
CHN1
CHRAC1
CHRM1
CHRM3
CHRNA3
CHRNA4
CHUK
CIAPIN1
CIB1
CIB4
CIITA
CIR1
CIRBP
CISD1
CISH
CIT
CKB
CKM
CKMT1B
CKMT2
CKS1B
CKS2
CLASRP
CLCN3
CLCN5
CLEC11A
CLEC16A
CLECL1
CLIC4
CLK1
CLK2
CLK3
CLK4
CLN3
CLOCK
CLPB
CLPP
CLPTM1
CLPX
CLSTN1
CLTA
CLTB
CLTC
CMA1
CMAS
CMPK1
CNDP2
CNNM2
CNOT3
CNOT4
CNOT7
CNOT8
CNPY3
CNR1
CNTF
COASY
COBL
COG2
COG4
COG7
COL13A1
COL18A1
COL1A2
COL4A1
COL4A2
COL4A3BP
COL4A5
COL4A6
COL5A1
COL9A1
COMT
COPA
COPB2
COPS2
COPS4
COPS5
COPS7A
COPZ1
COQ3
CORO1A
COX4I1
COX5A
COX5B
COX6B2
COX6C
COX7B
CP
CPB1
CPD
CPE
CPLX2
CPNE3
CPS1
CPSF1
CPSF4
CPT1A
CPT2
CRABP1
CRABP2
CRADD
CRAT
CRCP
CREB1
CREB3
CREB3L1
CREB3L2
CREB3L4
CREBBP
CREBL2
CREG1
CRELD2
CREM
CRH
CRK
CRKL
CROT
CRP
CRTAP
CRX
CRY1
CRYAA
CRYZ
CS
CSAD
CSDA
CSDC2
CSF1
CSF1R
CSF2
CSF3
CSH1
CSK
CSMD1
CSNK1A1
CSNK1A1L
CSNK1D
CSNK1E
CSNK1G1
CSNK1G2
CSNK1G3
CSNK2A1
CSNK2A2
CSNK2B
CSRP1
CTBP1
CTBP2
CTCF
CTCFL
CTDSP1
CTF1
CTGF
CTH
CTLA4
CTNNA1
CTNNAL1
CTNNB1
CTNNBIP1
CTNND1
CTNS
CTPS
CTRB1
CTRB2
CTSB
CTSD
CTSH
CTSK
CTSL1
CTSL2
CTSS
CTTN
CUL2
CUL5
CX3CL1
CXADR
CXCL1
CXCL10
CXCL11
CXCL12
CXCL13
CXCL14
CXCL16
CXCL2
CXCL3
CXCL5
CXCL6
CXCL9
CXCR2
CXCR4
CXCR7
CXXC4
CYB561
CYB5A
CYB5B
CYB5R3
CYC1
CYCS
CYLD
CYP11A1
CYP19A1
CYP1A1
CYP1B1
CYP20A1
CYP24A1
CYP27B1
CYP2E1
CYP3A5
CYP51A1
CYSLTR1
CYTH1
DACH1
DACH2
DAG1
DAK
DAP
DAPK1
DAPK2
DAPK3
DARS
DAXX
DBI
DCAKD
DCK
DCLK1
DCLK2
DCLK3
DCLRE1B
DCP1A
DCPS
DCTD
DCTN6
DCUN1D4
DCXR
DDAH1
DDAH2
DDB1
DDB2
DDC
DDIT3
DDIT4
DDOST
DDR1
DDR2
DDX10
DDX39B
DDX42
DDX49
DDX5
DECR1
DEK
DENND1B
DENND2D
DEPDC1
DEPDC6
DEPTOR
DERA
DERL1
DEXI
DFFA
DFFB
DFNB31
DGCR14
DGKA
DGKB
DGKD
DGKE
DGKG
DGKH
DGKK
DGKQ
DGKZ
DGUOK
DHCR24
DHCR7
DHDDS
DHFR
DHH
DHODH
DHPS
DHRS2
DHRS3
DHRS4
DHRS7
DHTKD1
DHX16
DHX29
DHX57
DHX8
DIABLO
DICER1
DIDO1
DIS3
DISC1
DIXDC1
DKC1
DKK1
DLAT
DLC1
DLD
DLG1
DLG2
DLG3
DLG5
DLGAP5
DLL1
DLX2
DLX3
DLX6
DMD
DMPK
DMRTB1
DMRTC2
DMTF1
DNA2
DNAJA3
DNAJB1
DNAJB12
DNAJB2
DNAJB6
DNAJB9
DNAJC1
DNAJC12
DNAJC15
DNAJC17
DNAJC2
DNAJC5B
DNAJC6
DNM1
DNM1L
DNMT1
DNMT3A
DNMT3L
DNPEP
DNTTIP2
DOK4
DOT1L
DPF1
DPF3
DPH2
DPP4
DPY30
DPYD
DR1
DRAP1
DRD1
DRD2
DRD3
DRD4
DROSHA
DRP2
DSE
DSG2
DSTYK
DTNA
DTX1
DTX2
DTX3L
DTX4
DTYMK
DUS3L
DUSP1
DUSP11
DUSP14
DUSP2
DUSP22
DUSP3
DUSP6
DUSP7
DUSP9
DUT
DVL1
DVL2
DVL3
DYNLL1
DYNLL2
DYNLT3
DYRK1A
DYRK1B
DYRK2
DYRK3
DYRK4
DZIP3
E2F1
E2F3
E2F4
E2F5
E2F6
E2F8
EAPP
EBF1
EBF3
EBNA1BP2
EBP
ECD
ECH1
ECHS1
ECI1
ECSIT
EDEM1
EDN1
EDN2
EDN3
EDNRB
EED
EEF1D
EEF2K
EFCAB2
EFNA3
EFNA4
EFNA5
EFNB2
EFNB3
EGF
EGFR
EGFR_G719S
EGFR_L858R
EGFR_L858R_T790M
EGFR_T790M
EGLN1
EGLN2
EGR1
EGR2
EGR3
EHF
EHHADH
EHMT2
EIF1B
EIF2A
EIF2AK1
EIF2AK2
EIF2AK3
EIF2AK4
EIF2B2
EIF2B3
EIF2B5
EIF2C1
EIF2C2
EIF2C3
EIF2S2
EIF3H
EIF3J
EIF4A2
EIF4B
EIF4E
EIF4EBP1
EIF4G1
EIF4H
EIF5
EIF5A
EIF6
ELAC2
ELANE
ELAVL1
ELF1
ELF2
ELF3
ELF4
ELK1
ELK3
ELL3
ELN
ELOVL6
ELTD1
EMD
EML3
EMR1
ENDOG
ENO1
ENOPH1
ENOSF1
ENPP1
ENTPD6
EP300
EP400
EPAS1
EPB41L2
EPB41L4B
EPC1
EPCAM
EPDR1
EPG
EPGN
EPHA1
EPHA10
EPHA2
EPHA3
EPHA4
EPHA5
EPHA6
EPHA7
EPHA8
EPHB1
EPHB2
EPHB3
EPHB4
EPHB6
EPHX1
EPHX2
EPN2
EPO
EPOR
EPR
EPRS
EPS8
ERAP1
ERAP2
ERBB2
ERBB2IP
ERBB3
ERBB4
ERBB4_E836K
ERBB4_E872K
ERCC1
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6L
EREG
ERF
ERG
ERGIC1
ERGIC2
ERH
ERLIN1
ERN1
ERN2
ERO1L
ERRFI1
ESD
ESPL1
ESR1
ESR2
ESRRA
ESRRG
ESYT1
ETFA
ETFB
ETNK1
ETNK2
ETS1
ETS2
ETV1
ETV4
ETV5
ETV6
ETV7
EVL
EWSR1
EXO1
EXOC2
EXOC3
EXOC6
EXOSC10
EXOSC4
EXOSC8
EXT1
EXT2
EYA1
EZH1
EZH2
EZR
F10
F11
F12
F13A1
F2
F2R
F2RL1
F3
F5
F7
FAAH
FABP1
FABP4
FABP5
FABP6
FADD
FADS1
FADS2
FADS3
FAF1
FAH
FAIM
FAM102A
FAM104A
FAM114A2
FAM120A
FAM127A
FAM134C
FAM171B
FAM20B
FAM3C
FAM57A
FAM63A
FAM69A
FANCA
FANCF
FANCG
FANCL
FARSA
FAS
FASLG
FASN
FASTK
FASTKD1
FASTKD2
FASTKD3
FASTKD5
FAT1
FAT4
FAU
FBP1
FBRS
FBXL10
FBXL12
FBXL13
FBXL19
FBXL20
FBXL4
FBXO11
FBXO18
FBXO21
FBXO3
FBXO36
FBXO38
FBXO46
FBXO5
FBXO7
FBXW11
FBXW7
FCGR2A
FCHO1
FDFT1
FDPS
FDX1
FDX1L
FDXR
FECH
FEN1
FER
FERD3L
FERMT1
FES
FEZ1
FEZ2
FEZF2
FFAR1
FGA
FGB
FGF1
FGF10
FGF16
FGF17
FGF18
FGF19
FGF2
FGF20
FGF21
FGF22
FGF23
FGF4
FGF5
FGF6
FGF7
FGF8
FGF9
FGFR1
FGFR1OP
FGFR2
FGFR3
FGFR4
FGFRL1
FGG
FGGY
FGR
FH
FHL2
FIBP
FIGF
FIS1
FKBP14
FKBP1A
FKBP3
FKBP4
FKBP5
FKBP8
FLI1
FLJ23356
FLJ25006
FLJ40852
FLT1
FLT3
FLT3LG
FLT3_D835Y
FLT3_ITD
FLT4
FMR1
FN1
FN3K
FN3KRP
FOLR1
FOLR2
FOS
FOSL1
FOSL2
FOXA1
FOXA2
FOXA3
FOXC2
FOXD4L3
FOXD4L6
FOXF2
FOXJ1
FOXJ2
FOXJ3
FOXM1
FOXN2
FOXN3
FOXO1
FOXO3
FOXO4
FOXP2
FOXP3
FOXP4
FOXQ1
FOXR1
FOXR2
FPGS
FRAT1
FRAT2
FRK
FRS2
FRS3
FSD1
FSHB
FST
FTCD
FTH1
FTL
FTSJ1
FUK
FURIN
FUS
FUT1
FUT2
FXN
FXR2
FXYD2
FYN
FZD1
FZD2
FZD3
FZD4
FZD5
FZD6
FZD7
FZD8
G2E3
G3BP1
G3BP2
G6PC
G6PD
GAA
GAB1
GABARAPL1
GABBR1
GABBR2
GABPB1
GABPB2
GABRA1
GABRA3
GABRA5
GABRB2
GABRB3
GABRG1
GABRG2
GABRP
GADD45A
GADD45B
GAK
GAL
GALC
GALE
GALK1
GALK2
GALNS
GALNT1
GALT
GAMT
GAPDH
GARS
GART
GAS6
GAS7
GAST
GATA1
GATA2
GATA3
GATA6
GATAD1
GATAD2A
GATAD2B
GBA
GBGT1
GBP2
GC
GCA
GCAT
GCDH
GCH1
GCK
GCKR
GCLC
GCLM
GCM1
GCM2
GDF2
GDF3
GDF5
GDF7
GDF9
GDI1
GDNF
GDPD5
GEMIN2
GFOD1
GFOD2
GFPT1
GFPT2
GFRA1
GGA2
GGCT
GGCX
GGH
GGPS1
GGT1
GH1
GHR
GHRH
GIP
GIPC1
GIT1
GIT2
GJA1
GK
GK2
GK5
GLA
GLDC
GLI1
GLI3
GLIS3
GLOD4
GLRX
GLRX2
GLS
GLTSCR1
GLUD1
GLUD2
GLUL
GLYCTK
GM2A
GMCL1
GMDS
GMEB1
GMEB2
GMNN
GMPR2
GMPS
GNA11
GNA12
GNA13
GNA15
GNAI1
GNAI2
GNAI3
GNAL
GNAQ
GNAS
GNAZ
GNB1
GNB1L
GNB2
GNB5
GNE
GNG4
GNG5
GNG8
GNGT2
GNPDA1
GNRH1
GOLGA2
GOLGA5
GOLIM4
GOLT1B
GON4L
GOT1
GOT2
GPATCH8
GPBAR1
GPC1
GPER
GPI
GPR101
GPR107
GPR110
GPR111
GPR112
GPR113
GPR114
GPR115
GPR119
GPR123
GPR125
GPR126
GPR128
GPR132
GPR133
GPR137
GPR139
GPR141
GPR142
GPR146
GPR148
GPR150
GPR151
GPR152
GPR153
GPR156
GPR158
GPR160
GPR161
GPR172A
GPR174
GPR176
GPR179
GPR183
GPR19
GPR26
GPR3
GPR31
GPR34
GPR35
GPR37
GPR39
GPR4
GPR52
GPR55
GPR56
GPR61
GPR62
GPR64
GPR65
GPR78
GPR82
GPR83
GPR84
GPR87
GPRC5A
GPRC5B
GPRC5C
GPRC6A
GPSM1
GPSM2
GPX1
GPX2
GPX3
GPX4
GPX7
GRAP
GRB10
GRB2
GRB7
GREB1
GREM2
GRHL3
GRHPR
GRIN2D
GRIN3A
GRK1
GRK4
GRK5
GRK6
GRK7
GRN
GRP
GRPR
GRWD1
GSC
GSDMB
GSG2
GSK3A
GSK3B
GSR
GSS
GSTM1
GSTM2
GSTP1
GSTT1
GSTZ1
GTDC1
GTF2A1
GTF2A2
GTF2B
GTF2E2
GTF2F1
GTF2F2
GTF2H1
GTF2H2
GTF2H3
GTF2I
GTF2IRD2
GTF3C2
GTPBP8
GUCY2C
GUCY2D
GUCY2F
GUK1
GUSB
GYG1
GYS1
Gdf7
H1FOO
H2AFV
H2AFX
H2AFY2
HADH
HADHA
HADHB
HAGH
HAL
HAND1
HAND2
HARS
HAT1
HAVCR1
HAX1
HBE1
HBEGF
HBP1
HCAR1
HCFC1
HCFC2
HCK
HCN3
HDAC1
HDAC10
HDAC11
HDAC2
HDAC3
HDAC4
HDAC5
HDAC6
HDAC7
HDAC8
HDAC9
HDGFRP3
HDHD1
HEATR1
HEBP1
HECW2
HERC6
HERPUD1
HES1
HES2
HES5
HESX1
HEXB
HEXIM1
HEY1
HEY2
HF1
HFE
HGF
HGS
HHEX
HIBADH
HIC2
HIF1A
HIF1AN
HIGD2A
HINFP
HINT1
HIPK1
HIPK2
HIPK3
HIPK4
HIST1H1B
HIST1H1C
HIST1H1E
HIST1H1T
HIST1H2AC
HIST1H2AL
HIST1H2BD
HIST1H2BK
HIST1H3A
HIST1H3B
HIST2H2BE
HK1
HK2
HK3
HKDC1
HLA-A
HLA-B
HLA-DMA
HLA-DMB
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB3
HLA-DRB4
HLA-DRB5
HLF
HLX
HMBOX1
HMG20B
HMGA1
HMGA2
HMGB1
HMGB2
HMGB3
HMGB4
HMGCL
HMGCR
HMGCS1
HMGCS2
HMGN3
HMGN4
HMGN5
HMMR
HMOX1
HMOX2
HN1L
HNF1A
HNF1B
HNF4A
HNF4G
HNMT
HOMER2
HOMEZ
HOOK2
HOPX
HORMAD2
HOXA1
HOXA10
HOXA2
HOXA5
HOXA6
HOXA9
HOXB13
HOXB2
HOXB4
HOXB5
HOXB7
HOXC10
HOXC11
HOXC4
HOXC9
HOXD10
HOXD9
HPD
HPGD
HPN
HPRT1
HRAS
HRG
HRH1
HRH2
HRH3
HRSP12
HS2ST1
HS3ST3A1
HSBP1
HSD11B1
HSD17B10
HSD17B11
HSD17B2
HSD17B4
HSD17B7
HSD17B8
HSF1
HSF1_H2F2
HSF2
HSF5
HSP90AA1
HSP90AB1
HSP90B1
HSPA14
HSPA1A
HSPA1B
HSPA2
HSPA4
HSPA5
HSPA8
HSPA9
HSPB1
HSPB8
HSPD1
HSPE1
HSPG2
HTATIP2
HTATSF1
HTR1A
HTR1B
HTR1D
HTR2A
HTR2C
HTR3A
HTR3B
HTR4
HTRA1
HUNK
HUS1
HYAL1
HYAL2
HYOU1
IARS
IARS2
IBTK
ICAM1
ICAM3
ICK
ICMT
ID1
ID2
ID3
ID4
IDE
IDH1
IDH2
IDH3A
IDH3B
IDH3G
IER3
IFI16
IFI30
IFIH1
IFIT5
IFNA
IFNA1
IFNA10
IFNA13
IFNA2
IFNAR2
IFNB1
IFNG
IFNGR1
IFNGR2
IFNW1
IFRD2
IGBP1
IGF1
IGF1R
IGF2
IGF2BP1
IGF2BP2
IGF2BP3
IGF2R
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGFN1
IGHA2
IGHM
IGHMBP2
IGSF8
IKBKAP
IKBKB
IKBKE
IKBKG
IKZF1
IKZF2
IKZF3
IKZF5
IL1
IL10
IL10RB
IL11
IL11RA
IL12
IL12A
IL12B
IL13
IL13RA1
IL13RA2
IL15
IL15RA
IL16
IL17
IL17A
IL17B
IL17D
IL17E
IL17F
IL18
IL18RAP
IL19
IL1A
IL1B
IL1R1
IL1R2
IL1RAP
IL2
IL20
IL21
IL22
IL23R
IL24
IL27
IL28A
IL29
IL2RA
IL2RB
IL3
IL31
IL4
IL4R
IL5
IL6
IL6R
IL6ST
IL7
IL7R
IL8
IL9
ILF2
ILF3
ILK
IMPA1
IMPA2
IMPDH1
IMPDH2
ING1
ING2
ING3
INHBA
INHBE
INPP1
INPP4B
INPP5D
INPPL1
INS
INSIG1
INSR
INSRR
INTS12
INTS3
IP6K1
IP6K2
IP6K3
IPMK
IPO13
IPO4
IPPK
IQGAP1
IQSEC1
IRAK1
IRAK2
IRAK3
IRAK4
IREB2
IRF1
IRF2
IRF3
IRF4
IRF5
IRF6
IRF7
IRF9
IRGC
IRGM
IRS1
IRS2
ISG20
ISL1
ISOC1
ISX
ITCH
ITFG1
ITGA1
ITGA2
ITGA3
ITGA4
ITGAE
ITGAV
ITGB1
ITGB1BP1
ITGB1BP3
ITGB2
ITGB3
ITGB4
ITGB5
ITK
ITPK1
ITPKA
ITPKB
ITPKC
ITPR1
ITPR2
ITPR3
ITSN1
JAG1
JAK1
JAK2
JAK3
JAZF1
JMJD2B
JMJD2D
JMJD4
JMJD5
JMJD6
JMJD7-PLA2G4B
JOSD1
JUN
JUNB
KARS
KAT2B
KAT5
KAT6A
KAT6B
KAT7
KAZALD1
KBTBD2
KBTBD8
KCNA2
KCNA3
KCNA6
KCNC1
KCNG1
KCNH2
KCNJ11
KCNJ8
KCNK1
KCNK15
KCNK2
KCNK9
KCNMA1
KCNN4
KCNQ1
KCNS2
KCNS3
KCTD1
KCTD17
KCTD2
KCTD3
KCTD5
KCTD8
KDELR2
KDELR3
KDM1A
KDM3A
KDM4A
KDM4B
KDM4C
KDM5A
KDM5B
KDM6B
KDR
KEAP1
KGF
KHDRBS1
KHK
KIAA0100
KIAA0196
KIAA0317
KIAA0355
KIAA0415
KIAA0494
KIAA0528
KIAA0753
KIAA0907
KIAA0922
KIAA1009
KIAA1033
KIAA1267
KIAA1279
KIAA1804
KIF11
KIF13B
KIF14
KIF20A
KIF21B
KIF2C
KIF5B
KIF5C
KIF9
KIN
KISS1R
KIT
KITLG
KLF10
KLF11
KLF14
KLF17
KLF2
KLF3
KLF4
KLF5
KLF6
KLF7
KLF9
KLHDC2
KLHDC9
KLHL10
KLHL2
KLHL21
KLHL28
KLHL29
KLHL3
KLHL34
KLHL36
KLHL6
KLHL9
KLK1
KLK6
KLRC1
KNDC1
KNG
KNG1
KRAS
KREMEN1
KRT19
KRT25
KRT26
KRT8
KRTAP5-9
KSR
KSR1
KSR2
KTN1
KYNU
L1CAM
L3MBTL4
LACC1
LAGE3
LAMA1
LAMA3
LAMB1
LAMP2
LAMTOR3
LANCL1
LAP3
LARP6
LARS
LARS2
LASP1
LASS3
LASS4
LATS1
LATS2
LBR
LCK
LCMT1
LCN2
LCORL
LDHA
LDHB
LDLR
LEF1
LEP
LEPRE1
LEPREL1
LGALS1
LGALS2
LGALS3
LGALS7
LGALS8
LGMN
LGR4
LGR5
LGR6
LHPP
LHX2
LHX3
LHX4
LHX8
LHX9
LIAS
LIF
LIG1
LIG3
LIMK1
LIMK2
LIN28
LIN28A
LIN28B
LINC00479
LIPA
LIPC
LIPH
LIPI
LIPT1
LMAN1
LMNA
LMNB2
LMO4
LMTK2
LMTK3
LNPEP
LOC388259
LOC389906
LOC390877
LOC391295
LOC391533
LOC392226
LOC392265
LOC392347
LOC400301
LOC441047
LOC441655
LOC441708
LOC441777
LOC441971
LOC442075
LOC442313
LOC442558
LONRF2
LONRF3
LOXL1
LPAR1
LPAR2
LPAR3
LPAR4
LPAR5
LPAR6
LPGAT1
LPHN1
